56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,4,20,20,20,9,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,12,17,17,17,18,
56,56,56,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,17,17,17,10,
56,56,56,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,10,
56,56,56,12,14,1,2,2,2,2,2,2,2,2,2,2,2,2,3,14,1,2,2,2,2,3,17,17,17,10,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,12,14,10,56,56,56,56,12,14,14,14,10,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,12,14,10,56,56,56,56,22,2,2,2,27,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,12,2,10,56,56,56,56,56,56,56,56,56,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,12,11,10,56,56,56,56,56,56,56,56,56,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,22,2,24,56,56,56,56,56,56,56,56,56,
56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
20,20,20,21,14,19,20,20,20,20,20,20,20,20,9,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,18,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
2,2,2,2,2,2,2,3,14,1,2,2,2,2,27,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,12,14,10,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,25,26,27,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
